,YEAR,MONTH,DAY,HOURS,MINUTES,LATITUDE,LONGITUDE,MAGNITUDE
59561,2006,6,21,18,26,37.97,22.6,2.8
59562,2006,6,21,18,40,38.05,22.88,3.5
59564,2006,6,21,20,33,39.15,20.27,3.2
59565,2006,6,21,20,57,38.18,20.6,3.3
59566,2006,6,21,21,39,38.06,22.86,3.2
59569,2006,6,22,2,32,39.0,20.78,2.9
59571,2006,6,22,3,41,36.15,23.84,2.8
59572,2006,6,22,9,2,34.93,24.19,3.0
59573,2006,6,22,9,38,36.39,24.02,3.0
59574,2006,6,22,12,25,38.66,21.68,2.9
59575,2006,6,22,13,20,36.27,24.06,3.0
59578,2006,6,22,17,4,38.49,21.23,3.1
59580,2006,6,22,17,38,38.24,26.13,3.1
59581,2006,6,22,20,1,38.28,26.18,3.1
59584,2006,6,22,22,20,38.16,21.81,3.0
59586,2006,6,23,1,43,39.35,20.88,3.6
59587,2006,6,23,2,24,37.76,20.9,3.7
59588,2006,6,23,2,33,37.76,20.9,3.0
59590,2006,6,23,2,56,36.28,23.66,2.6
59592,2006,6,23,5,58,38.1,23.53,3.3
59594,2006,6,23,7,55,37.62,20.93,3.2
59596,2006,6,23,12,12,39.38,20.84,3.3
59598,2006,6,23,16,40,37.22,23.45,2.8
59599,2006,6,23,18,10,35.54,27.18,3.6
59600,2006,6,23,22,18,35.13,24.42,3.5
59602,2006,6,24,2,49,38.36,20.5,4.3
59603,2006,6,24,2,56,38.35,20.45,3.7
59605,2006,6,24,5,10,38.18,25.91,2.8
59606,2006,6,24,9,52,39.26,23.73,2.9
59610,2006,6,24,19,31,36.66,23.13,2.7
59613,2006,6,24,20,15,38.31,20.55,2.9
59615,2006,6,24,21,8,40.18,21.91,3.2
59618,2006,6,24,22,59,38.41,21.06,3.0
59621,2006,6,25,3,5,35.82,23.29,3.6
59622,2006,6,25,3,30,37.71,20.9,3.2
59623,2006,6,25,3,41,38.15,20.38,3.1
59624,2006,6,25,6,59,38.29,22.39,3.1
59625,2006,6,25,7,30,38.9,20.91,2.9
59626,2006,6,25,7,33,38.14,22.69,3.0
59628,2006,6,25,8,15,40.27,25.59,3.2
59630,2006,6,25,9,5,38.13,22.68,2.9
59633,2006,6,25,10,36,40.29,25.55,3.3
59635,2006,6,25,14,53,36.04,23.52,3.0
59636,2006,6,25,15,10,38.04,23.01,2.6
59637,2006,6,25,15,13,36.35,23.08,3.0
59639,2006,6,25,18,57,36.95,26.9,3.0
59640,2006,6,25,19,12,40.28,25.47,3.2
59641,2006,6,25,20,31,39.02,23.27,3.3
59645,2006,6,26,0,51,35.15,26.42,4.3
59648,2006,6,26,13,14,39.85,21.12,3.4
59650,2006,6,26,17,37,34.86,24.24,3.2
59651,2006,6,26,17,41,36.68,21.99,3.2
59652,2006,6,26,20,23,34.9,23.98,3.1
59654,2006,6,26,23,30,38.32,21.51,2.7
59657,2006,6,27,4,32,37.75,21.68,3.2
59659,2006,6,27,6,20,37.72,21.04,2.9
59662,2006,6,27,9,38,35.9,24.08,3.3
59663,2006,6,27,10,36,35.34,23.4,3.3
59664,2006,6,27,11,53,36.42,23.11,3.3
59670,2006,6,28,0,1,39.39,20.66,3.4
59671,2006,6,28,0,58,39.91,19.35,3.7
59672,2006,6,28,2,40,36.98,23.43,3.0
59675,2006,6,28,12,17,39.62,23.51,3.4
59680,2006,6,29,1,9,39.26,21.26,3.0
59681,2006,6,29,1,49,37.61,20.93,3.7
59682,2006,6,29,2,15,37.61,20.97,3.3
59683,2006,6,29,6,59,39.83,21.14,2.9
59686,2006,6,29,16,3,39.59,24.1,3.5
59687,2006,6,29,16,20,38.17,22.0,2.8
59688,2006,6,29,18,46,38.52,26.22,2.9
59689,2006,6,29,20,30,38.52,22.11,2.8
59690,2006,6,30,2,36,37.78,20.94,3.8
59692,2006,6,30,3,25,39.0,23.45,3.3
59693,2006,6,30,4,22,38.41,21.95,3.2
59694,2006,6,30,6,35,40.91,24.43,3.8
59697,2006,6,30,12,45,40.46,24.63,2.9
59698,2006,6,30,13,55,38.87,22.96,2.9
59700,2006,6,30,16,53,39.87,21.26,3.3
59701,2006,6,30,19,52,37.65,20.86,3.3
59702,2006,7,1,1,9,38.11,26.25,3.1
59703,2006,7,1,1,49,38.54,21.55,3.0
59704,2006,7,1,5,24,39.58,21.25,3.5
59705,2006,7,1,12,33,38.27,20.47,3.3
59706,2006,7,1,13,8,38.63,21.56,2.9
59707,2006,7,1,14,36,38.73,23.53,4.0
59708,2006,7,1,18,51,38.69,23.44,3.4
59709,2006,7,1,19,56,38.64,21.61,3.2
59712,2006,7,2,2,41,37.68,21.22,2.7
59713,2006,7,2,5,15,38.73,23.46,2.8
59715,2006,7,2,6,18,37.76,20.89,3.2
59716,2006,7,2,6,55,36.1,28.13,4.1
59718,2006,7,2,9,46,36.04,23.63,2.9
59720,2006,7,2,11,13,38.08,21.93,3.5
59721,2006,7,2,11,44,36.72,22.74,3.0
59722,2006,7,2,11,57,37.54,24.04,2.6
59723,2006,7,2,13,25,38.47,23.51,2.7
59726,2006,7,2,19,55,38.21,20.51,3.3
59728,2006,7,3,0,45,40.38,25.85,3.4
59730,2006,7,3,2,59,39.82,20.7,2.8
59731,2006,7,3,3,32,35.95,23.59,2.7
59738,2006,7,3,13,18,36.45,22.29,2.7
59740,2006,7,3,14,51,35.31,26.87,3.4
59743,2006,7,3,17,22,38.2,23.19,3.2
59746,2006,7,3,19,14,38.23,23.12,2.6
59747,2006,7,3,19,47,37.65,20.92,3.5
59751,2006,7,3,21,27,38.11,22.08,3.6
59753,2006,7,4,0,23,36.46,23.05,3.3
59756,2006,7,4,4,49,37.75,21.16,3.2
59757,2006,7,4,8,54,37.64,20.88,3.5
59758,2006,7,4,11,59,37.57,20.9,3.5
59759,2006,7,4,13,3,38.14,24.21,2.7
59760,2006,7,4,16,9,35.33,27.15,3.8
59762,2006,7,4,22,7,39.53,21.23,3.3
59763,2006,7,4,23,49,39.68,20.86,3.2
59764,2006,7,5,5,3,38.02,23.83,3.0
59766,2006,7,5,8,44,38.69,23.5,3.1
59767,2006,7,5,8,45,38.7,23.32,3.1
59769,2006,7,5,16,7,40.31,25.28,3.5
59770,2006,7,5,16,12,40.29,25.23,3.5
59771,2006,7,5,16,30,39.16,24.21,3.2
59772,2006,7,5,19,27,36.02,23.37,3.3
59773,2006,7,6,2,38,37.71,20.88,3.4
59774,2006,7,6,2,46,38.58,23.63,2.7
59775,2006,7,6,4,22,37.75,21.09,3.3
59776,2006,7,6,5,18,38.83,22.03,2.9
59778,2006,7,6,8,59,40.3,25.29,3.1
59779,2006,7,6,16,39,38.12,24.09,2.9
59780,2006,7,6,16,40,37.66,20.9,3.5
59781,2006,7,6,16,47,39.66,20.66,2.9
59782,2006,7,6,17,6,37.59,21.8,3.3
59783,2006,7,6,17,41,37.59,21.83,3.3
59784,2006,7,6,18,0,37.58,21.82,3.3
59785,2006,7,6,18,50,37.59,21.76,3.3
59786,2006,7,6,20,27,39.18,21.43,2.7
59787,2006,7,6,21,5,40.58,24.27,3.3
59790,2006,7,7,1,6,39.28,23.2,3.2
59791,2006,7,7,1,18,39.29,23.21,3.1
59792,2006,7,7,1,19,39.28,23.37,3.1
59797,2006,7,7,10,12,36.51,22.33,3.0
59798,2006,7,7,13,29,38.06,22.97,2.7
59799,2006,7,7,16,14,38.39,23.65,2.7
59800,2006,7,7,19,41,38.78,21.48,3.2
59801,2006,7,8,0,20,38.25,22.26,2.8
59802,2006,7,8,4,19,38.46,21.36,3.6
59803,2006,7,8,5,59,38.11,22.7,2.9
59804,2006,7,8,10,23,35.77,23.28,3.2
59805,2006,7,8,10,28,38.39,21.44,3.2
59806,2006,7,8,11,37,37.16,21.76,3.2
59809,2006,7,8,18,15,38.55,23.62,2.9
59811,2006,7,8,20,44,37.74,20.87,3.8
59812,2006,7,8,21,31,38.17,24.18,2.7
59814,2006,7,8,22,40,38.33,20.44,3.7
59816,2006,7,9,2,23,39.69,21.05,3.2
59817,2006,7,9,2,48,40.78,23.62,3.0
59818,2006,7,9,3,12,36.52,27.22,4.3
59822,2006,7,9,4,53,34.93,25.72,3.1
59823,2006,7,9,5,16,40.01,20.97,3.1
59824,2006,7,9,14,25,37.75,22.15,2.9
59825,2006,7,9,14,45,37.59,21.6,3.3
59827,2006,7,9,16,33,37.78,21.19,3.1
59831,2006,7,9,18,50,38.64,22.11,3.2
59832,2006,7,9,20,26,38.86,21.99,2.8
59833,2006,7,9,20,27,38.78,21.98,2.9
59841,2006,7,10,11,33,40.49,22.25,3.2
59844,2006,7,10,22,28,36.8,23.52,3.3
59845,2006,7,11,1,23,38.39,21.93,3.1
59846,2006,7,11,3,12,37.74,20.89,3.5
59847,2006,7,11,3,41,40.29,25.32,3.2
59848,2006,7,11,5,37,37.47,22.03,3.1
59850,2006,7,11,6,44,36.65,27.18,2.7
59851,2006,7,11,10,20,40.29,25.22,3.3
59852,2006,7,11,19,4,38.0,20.57,3.0
59853,2006,7,11,20,48,36.07,23.44,2.6
59854,2006,7,11,22,25,38.29,22.04,2.8
59857,2006,7,12,2,8,36.31,23.34,3.3
59859,2006,7,12,13,35,38.35,22.26,3.7
59862,2006,7,12,21,6,38.11,22.72,2.9
59864,2006,7,13,1,53,36.59,22.94,3.1
59865,2006,7,13,7,31,38.01,23.05,2.6
59866,2006,7,13,12,18,38.58,21.73,3.0
59867,2006,7,13,13,0,38.37,21.55,3.0
59868,2006,7,13,15,13,35.9,27.21,4.7
59869,2006,7,13,18,25,35.78,27.35,3.3
59871,2006,7,13,23,15,38.69,25.17,3.4
59872,2006,7,14,2,46,39.61,20.73,3.2
59873,2006,7,14,6,58,40.38,25.64,3.1
59874,2006,7,14,9,57,37.27,22.29,3.9
59875,2006,7,14,9,57,37.27,22.3,3.9
59879,2006,7,14,13,29,40.3,25.26,3.2
59880,2006,7,14,13,51,41.1,23.61,3.2
59881,2006,7,14,16,13,36.94,21.51,3.5
59883,2006,7,14,20,57,38.38,22.26,2.8
59884,2006,7,14,20,58,36.3,23.0,2.8
59889,2006,7,15,10,47,37.69,20.93,2.9
59893,2006,7,15,14,22,37.87,26.48,3.0
59894,2006,7,15,14,43,35.76,23.73,3.0
59895,2006,7,15,14,58,35.96,23.87,3.0
59896,2006,7,15,15,0,38.77,23.58,2.9
59898,2006,7,15,20,27,35.93,23.95,3.3
59900,2006,7,15,21,55,39.86,20.65,2.6
59901,2006,7,15,23,29,41.21,25.28,3.4
59902,2006,7,16,3,40,37.69,20.75,3.0
59904,2006,7,16,5,53,38.36,22.3,2.9
59906,2006,7,16,8,16,38.02,22.85,2.7
59910,2006,7,16,10,47,37.63,21.01,3.6
59912,2006,7,16,13,33,38.55,21.05,2.8
59913,2006,7,16,16,0,38.33,21.74,2.9
59914,2006,7,16,16,48,36.99,26.66,2.9
59916,2006,7,16,20,15,35.69,27.2,3.1
59923,2006,7,17,17,6,38.37,22.02,2.8
59926,2006,7,17,21,30,36.31,23.35,3.3
59928,2006,7,18,7,41,41.0,22.76,3.6
59929,2006,7,18,9,9,37.72,20.84,3.6
59931,2006,7,18,19,4,37.66,20.81,3.4
59934,2006,7,19,6,9,35.88,27.26,3.1
59936,2006,7,19,9,41,35.91,27.19,3.5
59937,2006,7,19,16,59,35.97,26.92,2.9
59938,2006,7,19,19,0,38.16,20.25,3.2
59940,2006,7,20,0,27,37.67,21.55,3.0
59943,2006,7,20,15,13,37.8,20.87,3.0
59944,2006,7,20,15,57,37.7,21.37,3.8
59945,2006,7,20,16,29,40.27,25.27,3.2
59946,2006,7,20,17,40,40.29,25.18,3.1
59947,2006,7,20,19,18,38.85,21.14,3.1
59948,2006,7,20,20,52,37.73,20.87,3.2
59949,2006,7,20,20,55,39.03,21.63,3.5
59950,2006,7,20,21,34,36.28,27.09,2.6
59951,2006,7,21,4,32,39.34,20.77,3.1
59954,2006,7,21,14,9,37.73,20.94,3.1
59955,2006,7,21,14,58,39.02,24.3,3.4
59956,2006,7,21,15,12,37.77,20.88,2.9
59957,2006,7,21,15,12,37.17,26.6,2.8
59958,2006,7,21,19,40,38.19,24.94,3.0
59959,2006,7,21,19,50,37.77,20.87,3.0
59960,2006,7,21,21,3,37.71,20.84,3.4
59962,2006,7,22,0,49,37.73,20.85,3.5
59963,2006,7,22,1,27,39.63,21.76,3.1
59965,2006,7,22,5,59,37.61,21.0,3.2
59968,2006,7,22,17,43,37.78,20.86,3.2
59969,2006,7,22,18,20,37.97,21.0,3.1
59970,2006,7,22,18,59,38.4,20.64,3.1
59971,2006,7,22,22,7,37.93,20.9,3.1
59973,2006,7,23,5,55,37.63,22.06,3.1
59974,2006,7,23,6,2,38.52,20.54,3.2
59975,2006,7,23,7,12,38.68,22.7,3.0
59977,2006,7,23,19,16,38.21,20.45,3.4
59978,2006,7,23,19,28,38.29,22.37,3.1
59979,2006,7,23,20,42,37.81,20.88,3.1
59980,2006,7,23,23,18,38.97,20.58,3.1
59981,2006,7,24,1,2,38.21,21.04,2.9
59983,2006,7,24,6,20,38.27,20.94,3.1
59985,2006,7,24,9,3,39.95,24.64,3.2
59986,2006,7,24,9,16,34.89,26.26,3.5
59987,2006,7,24,11,33,35.9,23.53,3.1
59988,2006,7,24,14,4,36.06,23.6,3.1
59989,2006,7,24,15,14,35.87,25.78,3.1
59994,2006,7,25,2,30,38.01,21.13,3.3
59995,2006,7,25,3,0,37.67,20.93,3.1
59996,2006,7,25,3,4,38.74,22.6,3.7
59997,2006,7,25,3,16,40.27,25.23,2.9
59998,2006,7,25,7,1,35.62,25.56,2.7
59999,2006,7,25,7,2,36.67,26.16,2.9
60002,2006,7,25,8,19,37.7,21.51,3.2
60004,2006,7,25,10,3,37.9,21.22,3.0
60005,2006,7,25,10,49,40.32,22.49,2.7
60007,2006,7,25,11,54,37.55,21.49,2.7
60008,2006,7,25,13,24,40.46,21.81,3.5
60009,2006,7,25,15,34,39.24,22.65,2.9
60011,2006,7,25,23,27,37.75,21.32,2.9
60012,2006,7,26,5,18,39.01,20.66,3.3
60014,2006,7,26,10,43,36.2,23.63,3.2
60015,2006,7,26,14,33,38.98,20.66,3.8
60017,2006,7,26,19,23,37.69,20.86,3.1
60018,2006,7,26,21,7,38.33,22.22,2.7
60019,2006,7,26,21,43,35.85,23.62,3.1
60022,2006,7,27,0,38,34.84,25.1,3.0
60023,2006,7,27,2,8,40.2,24.4,3.0
60026,2006,7,27,12,31,35.77,23.26,3.0
60027,2006,7,27,12,58,35.36,23.7,2.9
60028,2006,7,27,13,20,37.6,20.91,3.1
60030,2006,7,27,17,34,37.0,23.41,3.2
60031,2006,7,27,20,39,37.73,20.87,3.2
60032,2006,7,28,1,34,38.11,23.07,2.6
60033,2006,7,28,5,8,34.91,24.84,3.0
60034,2006,7,28,6,51,37.74,20.85,3.5
60035,2006,7,28,6,56,37.53,21.43,3.2
60036,2006,7,28,7,17,37.6,20.87,2.9
60038,2006,7,28,9,56,37.65,20.78,3.7
60039,2006,7,28,11,0,36.72,25.68,3.5
60040,2006,7,28,12,11,36.48,25.57,3.5
60041,2006,7,28,12,24,36.5,25.62,3.5
60042,2006,7,28,12,26,36.61,25.85,3.6
60043,2006,7,28,12,27,36.65,22.92,3.1
60044,2006,7,28,12,43,37.7,20.79,3.1
60046,2006,7,28,16,27,39.21,20.67,2.7
60047,2006,7,28,17,24,37.63,20.86,3.3
60049,2006,7,28,18,20,38.92,23.48,2.8
60050,2006,7,28,21,46,39.12,24.51,3.1
60051,2006,7,28,23,51,35.73,25.73,3.0
60052,2006,7,29,6,2,38.83,20.85,2.9
60053,2006,7,29,14,48,37.65,21.74,3.3
60055,2006,7,29,17,51,39.1,23.46,2.9
60056,2006,7,29,21,30,37.65,20.77,3.2
60059,2006,7,30,0,42,35.38,25.38,4.0
60061,2006,7,30,1,58,35.34,25.33,2.9
60063,2006,7,30,3,53,40.4,25.81,3.0
60066,2006,7,30,5,7,40.4,25.95,3.1
60067,2006,7,30,5,41,40.41,25.97,3.3
60068,2006,7,30,5,49,40.41,25.92,3.4
60069,2006,7,30,5,57,40.41,25.95,3.4
60070,2006,7,30,6,10,37.57,20.88,3.4
60071,2006,7,30,6,31,40.39,25.9,3.1
60073,2006,7,30,9,4,37.56,20.86,3.0
60074,2006,7,30,15,1,37.43,21.59,3.4
60076,2006,7,30,21,11,37.75,20.87,2.8
60079,2006,7,30,22,52,38.52,26.0,3.1
60080,2006,7,31,0,55,38.2,22.06,2.9
60081,2006,7,31,3,22,34.84,24.94,3.3
60082,2006,7,31,6,51,38.33,20.96,3.1
60084,2006,7,31,8,25,37.19,24.32,2.9
60086,2006,7,31,13,7,40.29,25.44,3.6
60087,2006,7,31,13,7,40.37,25.85,3.4
60088,2006,7,31,14,35,40.4,25.77,3.3
60089,2006,7,31,15,4,40.31,25.63,3.7
60090,2006,7,31,15,4,40.38,25.87,3.6
60091,2006,7,31,16,50,40.39,25.82,3.8
60092,2006,7,31,16,57,40.35,25.89,3.3
60094,2006,7,31,21,7,37.48,26.38,3.2
60095,2006,7,31,21,22,39.17,23.62,3.2
60096,2006,7,31,22,7,40.39,25.9,3.1
60097,2006,8,1,1,12,35.94,23.42,3.1
60098,2006,8,1,2,53,40.33,25.48,3.3
60099,2006,8,1,5,4,40.15,24.59,3.3
60100,2006,8,1,9,6,36.01,23.59,3.1
60103,2006,8,1,14,35,40.66,25.84,3.0
60104,2006,8,1,15,21,35.94,23.53,2.9
60109,2006,8,2,0,27,40.39,25.84,3.3
60110,2006,8,2,1,16,40.41,25.84,3.0
60111,2006,8,2,15,7,40.33,25.7,3.1
60112,2006,8,2,15,47,40.33,25.77,3.7
60113,2006,8,2,17,33,40.28,25.75,3.2
60115,2006,8,2,21,25,38.32,22.06,3.2
60117,2006,8,2,23,29,38.35,21.9,2.8
60118,2006,8,3,0,0,38.5,21.6,2.8
60121,2006,8,3,7,23,37.86,20.95,4.0
60122,2006,8,3,7,40,38.2,21.02,3.4
60124,2006,8,3,8,29,37.8,20.86,3.0
60125,2006,8,3,10,46,37.13,24.09,3.3
60126,2006,8,3,11,30,39.02,25.99,3.0
60128,2006,8,3,21,9,39.78,21.82,2.9
60129,2006,8,3,21,13,39.33,23.71,3.1
60131,2006,8,4,2,34,36.18,27.39,3.2
60132,2006,8,4,4,47,41.33,23.9,2.9
60133,2006,8,4,4,48,41.31,23.95,3.1
60134,2006,8,4,6,47,37.7,20.91,3.1
60135,2006,8,4,8,12,41.31,23.95,2.9
60136,2006,8,4,8,57,37.76,20.92,3.1
60138,2006,8,4,10,3,38.24,25.63,3.0
60139,2006,8,4,12,32,34.9,26.08,3.3
60142,2006,8,4,12,46,38.39,21.97,2.8
60146,2006,8,4,16,34,35.75,27.34,3.6
60151,2006,8,4,21,29,38.66,22.08,3.3
60152,2006,8,4,22,33,38.66,22.11,3.1
60153,2006,8,4,22,57,37.71,20.92,3.3
60154,2006,8,4,22,58,38.7,22.66,3.2
60156,2006,8,4,23,24,38.84,21.95,2.8
60157,2006,8,5,0,40,36.17,26.96,2.9
60160,2006,8,5,3,13,35.35,25.37,2.9
60161,2006,8,5,5,27,40.52,23.19,3.1
60163,2006,8,5,7,3,36.11,23.92,3.5
60165,2006,8,5,9,53,37.98,21.0,3.5
60166,2006,8,5,11,8,39.04,26.01,3.2
60168,2006,8,5,12,54,39.09,26.25,3.1
60169,2006,8,5,14,5,39.23,26.56,3.1
60170,2006,8,5,14,50,38.83,23.27,3.0
60171,2006,8,5,14,53,38.09,22.71,3.3
60172,2006,8,5,16,50,39.08,26.31,3.2
60173,2006,8,5,17,15,37.05,23.24,3.0
60174,2006,8,5,18,23,38.68,22.11,3.2
60175,2006,8,5,18,47,38.26,21.57,3.0
60176,2006,8,5,21,45,37.68,20.91,2.8
60177,2006,8,5,23,9,38.09,23.83,3.3
60179,2006,8,5,23,22,38.0,21.82,3.2
60181,2006,8,6,1,4,37.85,20.96,3.0
60183,2006,8,6,3,49,38.75,24.86,3.2
60186,2006,8,6,6,54,38.31,22.11,3.0
60194,2006,8,6,12,42,38.58,26.27,3.1
60195,2006,8,6,14,33,39.06,21.29,3.8
60199,2006,8,6,21,28,39.55,20.66,3.4
60202,2006,8,6,22,26,38.59,22.2,3.5
60203,2006,8,6,22,30,37.41,23.43,2.6
60204,2006,8,6,23,58,36.73,23.89,3.5
60206,2006,8,7,1,59,35.88,27.25,3.4
60207,2006,8,7,2,36,38.63,21.86,3.6
60209,2006,8,7,7,20,39.45,20.62,3.3
60215,2006,8,7,17,4,36.67,22.26,2.9
60218,2006,8,8,4,0,36.79,22.52,2.9
60220,2006,8,8,4,42,39.65,19.59,3.1
60223,2006,8,8,6,22,36.74,22.8,2.7
60224,2006,8,8,7,25,34.78,24.13,3.8
60229,2006,8,8,10,11,39.21,22.4,3.5
60230,2006,8,8,10,30,39.91,19.68,3.5
60231,2006,8,8,12,46,38.0,21.15,3.0
60234,2006,8,8,16,29,36.92,26.59,3.0
60237,2006,8,8,19,20,37.71,25.45,3.7
60238,2006,8,8,19,41,36.29,27.74,3.3
60239,2006,8,8,19,42,38.01,21.01,3.2
60240,2006,8,8,20,59,38.17,24.79,3.1
60245,2006,8,8,23,41,37.71,20.93,3.4
60250,2006,8,9,2,31,38.16,24.11,2.8
60252,2006,8,9,3,30,38.08,22.7,3.1
60261,2006,8,9,20,11,38.05,21.56,2.9
60262,2006,8,9,21,14,38.74,21.9,2.9
60267,2006,8,9,23,34,40.58,23.44,3.0
60268,2006,8,9,23,55,38.94,26.38,3.2
60270,2006,8,10,1,17,36.2,23.69,3.1
60272,2006,8,10,2,3,39.33,22.36,3.1
60275,2006,8,11,9,33,35.37,23.58,3.2
60277,2006,8,11,21,4,35.78,23.69,3.2
60279,2006,8,11,21,36,40.63,23.44,2.9
60280,2006,8,11,22,57,38.3,22.62,3.2
60282,2006,8,11,23,27,38.31,22.59,3.8
60284,2006,8,12,1,46,38.35,22.65,2.9
60286,2006,8,12,7,48,38.27,22.61,2.9
60287,2006,8,12,8,30,35.77,23.55,3.1
60288,2006,8,12,9,0,40.41,23.93,3.1
60291,2006,8,12,16,21,35.96,23.67,3.0
60294,2006,8,12,20,50,39.68,25.59,3.0
60298,2006,8,13,0,31,35.45,26.46,3.2
60299,2006,8,13,1,33,38.85,20.6,3.3
60302,2006,8,13,5,2,40.01,24.56,3.0
60305,2006,8,13,7,12,38.02,21.54,3.3
60307,2006,8,13,11,11,38.41,21.75,2.9
60308,2006,8,13,17,17,35.53,23.48,3.0
60313,2006,8,13,19,25,35.97,26.88,3.2
60315,2006,8,14,0,15,38.29,22.2,3.2
60317,2006,8,14,2,16,35.44,25.38,4.1
60319,2006,8,14,4,25,39.54,24.1,2.7
60320,2006,8,14,4,36,37.9,20.9,3.1
60321,2006,8,14,6,48,39.47,20.65,3.3
60322,2006,8,14,7,17,36.09,23.26,2.8
60325,2006,8,14,10,54,39.37,20.63,3.0
60327,2006,8,14,20,3,37.7,20.86,3.1
60328,2006,8,14,23,48,38.22,20.32,3.3
60330,2006,8,15,0,30,38.62,21.9,2.9
60332,2006,8,15,21,17,39.89,20.58,3.3
60333,2006,8,15,22,15,37.53,21.67,3.1
60334,2006,8,16,1,8,40.01,24.0,2.9
60335,2006,8,16,4,6,37.46,24.06,2.6
60336,2006,8,16,6,11,35.92,23.57,3.2
60337,2006,8,16,8,8,38.47,21.99,3.0
60338,2006,8,16,8,54,35.46,23.86,3.3
60341,2006,8,16,12,5,37.49,21.55,3.1
60342,2006,8,16,18,56,38.46,23.95,4.1
60343,2006,8,16,18,58,38.68,23.92,3.0
60345,2006,8,16,19,0,37.88,24.41,2.8
60346,2006,8,16,19,10,38.43,23.83,3.0
60349,2006,8,16,19,28,37.47,26.89,3.7
60350,2006,8,16,20,4,38.48,23.94,3.0
60351,2006,8,16,21,11,38.45,23.87,2.6
60354,2006,8,17,3,29,38.39,23.78,2.6
60355,2006,8,17,4,17,35.95,27.15,3.8
60356,2006,8,17,4,27,40.57,23.18,3.9
60357,2006,8,17,5,26,38.29,20.4,3.7
60358,2006,8,17,5,35,40.53,24.25,3.2
60359,2006,8,17,7,35,39.91,20.85,3.7
60361,2006,8,17,16,48,41.15,23.9,3.1
60362,2006,8,17,18,26,35.88,27.22,3.3
60363,2006,8,17,18,36,38.06,21.57,3.5
60364,2006,8,17,18,52,38.04,21.57,3.4
60365,2006,8,17,20,14,38.9,23.5,3.0
60366,2006,8,17,21,5,38.31,22.12,3.0
60367,2006,8,17,22,38,38.53,23.26,2.8
60368,2006,8,18,2,39,38.9,23.53,3.1
60370,2006,8,18,5,10,38.1,26.15,3.0
60371,2006,8,18,6,50,37.58,20.9,3.5
60372,2006,8,18,9,11,38.04,21.58,3.5
60379,2006,8,18,15,20,37.63,20.93,3.1
60382,2006,8,18,21,22,40.5,23.32,3.1
60384,2006,8,19,5,4,38.04,26.4,3.3
60386,2006,8,19,8,44,36.74,21.62,3.2
60387,2006,8,19,12,39,37.66,21.05,2.8
60392,2006,8,20,1,13,35.96,23.5,3.2
60394,2006,8,20,13,49,38.55,23.36,2.6
60396,2006,8,20,16,24,38.32,22.1,3.2
60397,2006,8,20,21,24,39.25,22.83,3.0
60400,2006,8,21,8,20,38.73,22.88,3.0
60402,2006,8,21,13,32,39.45,22.86,3.3
60405,2006,8,21,20,25,39.44,22.85,3.2
60406,2006,8,22,1,47,34.88,24.82,2.7
60407,2006,8,22,2,6,34.83,24.8,2.9
60408,2006,8,22,3,27,39.71,22.97,3.1
60409,2006,8,22,5,5,39.46,22.84,3.3
60412,2006,8,22,12,15,37.68,20.92,4.0
60413,2006,8,22,12,19,35.66,26.82,3.3
60417,2006,8,22,20,40,35.48,27.13,3.4
60418,2006,8,22,21,52,37.45,21.73,3.2
60419,2006,8,22,22,5,37.38,21.55,3.5
60420,2006,8,22,22,34,35.73,25.26,3.2
60421,2006,8,23,0,17,38.8,21.03,3.1
60422,2006,8,23,0,21,38.79,20.99,3.1
60423,2006,8,23,0,33,38.9,20.86,3.1
60424,2006,8,23,0,57,36.12,23.2,3.0
60426,2006,8,23,12,4,34.91,25.17,3.6
60429,2006,8,23,20,40,37.99,21.13,3.3
60430,2006,8,23,22,12,40.03,23.24,3.1
60431,2006,8,23,22,49,34.89,24.71,3.2
60432,2006,8,24,1,41,38.4,21.96,3.1
60434,2006,8,24,5,36,34.99,25.19,3.2
60435,2006,8,24,6,27,39.67,21.09,3.0
60436,2006,8,24,8,24,38.66,22.02,3.2
60437,2006,8,24,9,6,38.68,22.08,2.9
60440,2006,8,24,15,15,35.98,27.3,3.3
60441,2006,8,24,15,31,35.06,25.2,3.0
60442,2006,8,24,15,42,35.93,27.16,3.1
60444,2006,8,24,17,8,35.51,27.2,3.3
60447,2006,8,24,20,35,38.41,21.78,3.2
60450,2006,8,25,2,54,38.9,21.15,2.8
60451,2006,8,25,4,18,35.46,26.78,3.3
60452,2006,8,25,5,11,37.73,20.94,3.1
60455,2006,8,25,11,20,37.67,20.9,3.6
60457,2006,8,25,11,45,38.55,25.38,2.9
60458,2006,8,25,12,43,35.91,27.21,2.9
60459,2006,8,25,13,24,39.7,23.99,2.7
60460,2006,8,25,14,5,39.74,24.06,3.2
60461,2006,8,25,14,33,38.29,22.01,3.1
60462,2006,8,25,16,33,38.62,26.09,2.8
60466,2006,8,25,18,45,39.69,24.03,2.9
60467,2006,8,25,19,22,35.9,27.21,2.9
60469,2006,8,25,19,27,35.89,27.23,2.9
60470,2006,8,25,19,44,36.8,23.04,2.7
60471,2006,8,25,20,3,38.82,21.22,3.2
60472,2006,8,25,20,20,39.69,24.02,2.8
60473,2006,8,25,21,26,39.73,24.03,3.2
60474,2006,8,25,21,28,39.69,24.05,2.7
60475,2006,8,26,0,3,38.5,23.94,3.5
